Suburb,Investor Score,12M Growth (%),10Y Growth (%),Growth Gap,Growth Gap,Rent Affordability,Buy Affordability,Yield,Yield
Mathoura,77,6.521739130434782,100,0.33041319950336856,90,76,100,5.4399999999999995,100
Matong,84,4.761904761904762,100,0.3046442117563257,90,10,78,5.836734693877551,100
Matraville,79,7.981220657276995,100,0.11006477813052912,68,59,97,4.269473684210526,81
Matraville,67,4.587155963302752,100,0.11006477813052912,90,10,10,3.0486274509803923,50
Mayfield (Newcastle - NSW),79,6.153846153846154,100,0.15145028935713895,68,94,99,3.643795620437956,65
Mayfield (Newcastle - NSW),58,6.358381502890173,100,0.15145028935713895,90,10,83,3.7142857142857144,67
Mayfield East,75,6.153846153846154,100,0.15145028935713895,68,100,100,3.7470588235294118,68
Mayfield East,60,6.358381502890173,100,0.15145028935713895,90,24,96,4.20952380952381,80
Mayfield West,82,6.153846153846154,100,0.15145028935713895,68,94,100,3.7470588235294118,68
Mayfield West,61,6.358381502890173,100,0.15145028935713895,90,10,87,3.907514450867052,72
Mayrung,74,6.521739130434782,100,0.33041319950336856,90,100,100,5.4399999999999995,100
Mays Hill,69,0.0,100,0.1885910980560749,68,91,100,5.982300884955753,100
Mays Hill,68,7.5,100,0.1885910980560749,90,74,72,2.6704707560627674,40
McCullys Gap,83,10.526315789473683,75,0.3930976302041492,90,100,100,5.5058823529411764,100
McGraths Hill,72,-2.027027027027027,100,0.30837092644453756,68,100,100,4.931958762886598,98
McGraths Hill,70,1.7647058823529411,100,0.30837092644453756,90,71,96,3.9840796019900497,74
McKees Hill,74,9.042553191489363,100,0.26190238077666794,90,59,83,3.38,58
McKellars Park,75,5.593220338983051,100,0.3245493282677928,90,95,100,4.055045871559633,76
McLeans Ridges,74,9.042553191489363,100,0.26190238077666794,90,100,100,3.38,58
McMahons Point,68,3.0434782608695654,100,0.1662062781171194,68,100,67,2.108108108108108,26
McMahons Point,64,-8.587257617728532,100,0.1662062781171194,90,10,21,2.331034482758621,31
Meadow Flat,70,3.937007874015748,100,0.20903402520610842,90,100,100,2.666666666666667,40
Meadowbank (NSW),66,1.2987012987012987,100,0.22271798394788794,68,85,100,5.2,100
Meadowbank (NSW),65,6.596942880128721,100,0.22271798394788794,90,10,13,1.8416666666666668,19
Medlow Bath,77,6.199770378874857,100,-0.003277387015180885,100,18,72,3.4860335195530725,61
Medowie,70,2.035928143712575,100,0.11786159608791938,90,89,100,4.147239263803681,78
Medowie,62,3.1746031746031744,100,0.11786159608791938,68,100,100,4.556190476190476,89
Medway,82,-8.584070796460178,100,-0.10726914683396865,100,68,85,3.2893023255813953,56
Meerschaum Vale,60,9.090909090909092,100,0.17659667725785103,90,21,90,3.7864077669902914,69
Megalong Valley,83,6.199770378874857,100,-0.003277387015180885,100,100,100,3.487804878048781,61
Megan,65,2.4691358024691357,100,0.14154186033791,90,10,87,3.935135135135135,73
Melrose Park (NSW),66,1.2987012987012987,100,0.22271798394788794,68,90,64,2.18780487804878,28
Melrose Park (NSW),65,6.596942880128721,100,0.22271798394788794,90,22,54,2.3456521739130434,32
Menah,74,5.593220338983051,100,0.3245493282677928,90,100,100,4.7125,93
Menai,73,6.7114093959731544,100,0.15156407733613272,68,100,100,3.7628140703517587,68
Menai,67,7.586206896551724,100,0.15156407733613272,90,40,80,2.9808917197452227,48
Menangle,55,5.0,100,0.10791346544966449,90,10,44,2.7418181818181817,42
Menangle Park,74,8.155688622754491,100,0.07433355315027862,90,30,90,4.338285714285714,83
Mendooran,81,2.589641434262948,93,0.23657766494198004,90,10,100,9.75,100
Menindee,71,-10.44776119402985,1,-0.09870514965431816,100,78,100,19.5,100
Merah North,61,11.864406779661017,1,0.08689564238623415,90,100,100,7.969348659003832,100
Merewether,70,6.153846153846154,100,0.15145028935713895,68,100,100,3.8264150943396227,70
Merewether,57,6.358381502890173,100,0.15145028935713895,90,40,55,2.189473684210526,28
Merewether Heights,60,6.358381502890173,100,0.15145028935713895,90,81,79,2.3573333333333335,32
Merimbula,73,0.6172839506172839,100,0.15273739247660534,90,10,40,3.1199999999999997,52
Merimbula,72,0.9523809523809524,100,0.15273739247660534,68,37,94,4.538181818181818,88
Meringo,63,0.6172839506172839,100,0.15273739247660534,90,27,90,3.700570661295737,67
Meroo Meadow,83,3.79746835443038,100,0.07134513554307377,90,100,100,3.989041095890411,74
Merriwa (NSW),74,10.526315789473683,75,0.3930976302041492,90,82,100,5.473684210526316,100
Merriwagga,67,14.666666666666666,76,0.03605019129133249,90,35,85,3.9,72
Merrylands,69,3.1578947368421053,100,0.205040737475194,68,50,100,6.254017625712804,100
Merrylands,67,9.565217391304348,100,0.205040737475194,90,10,46,2.988059701492537,48
Merrylands West,84,3.1578947368421053,100,0.205040737475194,68,61,100,5.546666666666667,100
Merrylands West,79,9.565217391304348,100,0.205040737475194,90,10,56,4.069565217391304,76
Merungle Hill,75,14.666666666666666,76,0.03605019129133249,90,100,100,5.670212765957447,100
Metford,77,-1.9230769230769231,100,0.2412919137890668,68,96,100,4.68,92
Metford,65,4.895104895104895,100,0.2412919137890668,90,11,97,4.538461538461538,88
Michelago,74,1.5789473684210527,87,0.22248435126283336,90,100,100,3.387155963302752,59
Middle Arm,82,3.3333333333333335,100,0.08949970660027125,90,78,96,3.7765363128491622,69
Middle Brook,69,10.526315789473683,75,0.3930976302041492,90,100,100,5.370892018779343,100
Middle Cove,59,6.853582554517133,100,0.1901805871638555,90,22,69,2.7898412698412702,43
Middle Dural,72,7.526881720430108,100,0.3647658746871558,90,100,57,1.82,18
Middle Pocket,65,9.090909090909092,100,0.17659667725785103,90,10,75,4.104035874439462,77
Middleton Grange,72,5.865384615384615,100,0.13183006666004277,90,85,95,3.522281639928699,62
Middleton Grange,66,3.2911392405063293,100,0.13183006666004277,68,100,100,2.6530612244897958,40
Milbrodale,69,4.838709677419355,100,0.2883666386675438,90,42,93,4.357746478873239,83
Milbrulong,80,4.761904761904762,100,0.3046442117563257,90,10,100,5.836734693877551,100
Millbank (NSW),59,-2.2222222222222223,100,0.2752797576927607,90,10,34,3.3121019108280256,57
Miller,62,5.865384615384615,100,0.13183006666004277,90,10,27,3.2134831460674156,54
Miller,55,3.2911392405063293,100,0.13183006666004277,68,10,10,2.311111111111111,31
Millers Forest,83,4.895104895104895,100,0.2412919137890668,90,80,100,4.085714285714285,76
Millers Point,74,1.6216216216216217,96,0.04403307908723426,68,57,72,2.902325581395349,46
Millfield,74,4.838709677419355,100,0.2883666386675438,90,83,91,3.364705882352941,58
Millingandi,68,0.6172839506172839,100,0.15273739247660534,90,10,29,3.8285714285714283,70
Millthorpe,74,-1.4848484848484849,100,0.24618442769337176,90,100,100,4.035820895522388,75
Milperra,88,13.793103448275861,100,0.2270612620050571,68,100,100,3.75,68
Milperra,71,12.705882352941176,100,0.2270612620050571,90,46,78,3.3472169632714883,57
Milsons Point,74,3.0434782608695654,100,0.1662062781171194,68,79,85,3.11716621253406,52
Milton (NSW),74,3.79746835443038,100,0.07134513554307377,90,39,80,3.5527950310559007,63
Milton (NSW),71,-4.424778761061947,100,0.07134513554307377,68,66,91,3.670588235294118,66
Minchinbury,79,10.784313725490197,100,0.07968756083298034,68,100,100,4.173684210526315,79
Minchinbury,75,9.75609756097561,100,0.07968756083298034,90,100,91,3.017857142857143,49
Minimbah,61,1.7391304347826086,100,0.1228357622419058,90,10,79,3.556603773584906,63
Minmi,65,6.358381502890173,100,0.15145028935713895,90,35,98,4.135672514619883,78
Minnamurra,65,9.137055837563452,100,0.13077183055816813,90,10,52,2.954981549815498,47
Minnie Water,78,-0.8064516129032258,100,0.20051123432038115,90,32,82,3.774814814814815,68
Minore,66,2.589641434262948,93,0.23657766494198004,90,100,100,3.3222222222222224,57
Minto,75,5.535714285714286,100,0.07433355315027862,68,100,100,3.836065573770492,70
Minto,70,8.155688622754491,100,0.07433355315027862,90,65,82,3.216494845360825,54
Minto Heights,81,8.155688622754491,100,0.07433355315027862,90,100,100,3.290395480225989,56
Mirador,79,0.6172839506172839,100,0.15273739247660534,90,45,87,3.8285714285714283,70
Miranda (NSW),74,4.069767441860465,100,0.11394928774201979,68,68,100,4.485,87
Miranda (NSW),66,5.913978494623656,100,0.11394928774201979,90,10,43,2.86,45
Mirrabooka (NSW),62,3.1055900621118013,100,0.13754902670373031,90,13,86,3.6758620689655173,66
Missabotti,61,-2.2222222222222223,100,0.2752797576927607,90,10,70,3.25,55
Mitchell (NSW),77,5.681818181818182,100,0.20903402520610842,68,10,81,4.314893617021276,82
Mitchells Flat,82,4.838709677419355,100,0.2883666386675438,90,100,100,4.357746478873239,83
Mitchells Island,64,0.8064516129032258,100,0.2200304128007434,90,10,79,3.851851851851852,70
Mittagong,80,-5.027932960893855,100,-0.10726914683396865,75,72,95,3.851851851851852,70
Mittagong,70,-8.584070796460178,100,-0.10726914683396865,100,19,78,3.7765363128491622,69
Moama,86,-1.4285714285714286,100,0.33041319950336856,68,69,100,6.4,100
Moama,77,6.521739130434782,100,0.33041319950336856,90,17,96,5.13375796178344,100
Modanville,70,9.042553191489363,100,0.26190238077666794,90,54,82,3.38,58
Mogendoura,63,0.6172839506172839,100,0.15273739247660534,90,10,54,2.7083333333333335,41
Mogo (Eurobodalla - NSW),79,0.6172839506172839,100,0.15273739247660534,90,40,59,2.7083333333333335,41
Mole River,65,3.733333333333334,95,0.2700902155739978,90,10,92,5.1753554502369665,100
Mollymook,79,-4.424778761061947,100,0.07134513554307377,68,69,92,3.670588235294118,66
Mollymook,63,3.79746835443038,100,0.07134513554307377,90,10,49,2.496,36
Mollymook Beach,77,-4.424778761061947,100,0.07134513554307377,68,55,87,3.670588235294118,66
Mollymook Beach,66,3.79746835443038,100,0.07134513554307377,90,10,47,2.7857142857142856,43
Molong,78,-1.4848484848484849,100,0.24618442769337176,90,84,97,3.7142857142857144,67
Molong,66,-10.87378640776699,100,0.24618442769337176,68,100,100,0.0,10
Mona Vale,74,4.651162790697675,100,0.05934304230393405,68,80,80,2.86,45
Mona Vale,68,3.404255319148936,100,0.05934304230393405,90,10,33,2.876595744680851,45
Monaltrie,70,9.042553191489363,100,0.26190238077666794,90,60,100,4.9739130434782615,99
Mondrook,71,0.8064516129032258,100,0.2200304128007434,90,60,84,3.38,58
Mongarlowe,78,1.5789473684210527,87,0.22248435126283336,90,52,83,3.4666666666666663,61
Monteagle,89,13.924050632911392,100,0.3378838193852186,90,86,100,5.546666666666667,100
Montefiores,75,2.589641434262948,93,0.23657766494198004,90,100,100,6.326409495548961,100
Monterey,74,7.6923076923076925,100,0.19728096795690878,68,65,95,3.9882005899705018,74
Monterey,74,10.882352941176471,100,0.19728096795690878,90,10,22,2.522,36
Mooball,71,13.452380952380953,100,0.30796324565638616,90,10,30,3.1017543859649126,51
Moobi,67,10.526315789473683,75,0.3930976302041492,90,100,100,5.370892018779343,100
Moonan Flat,68,10.526315789473683,75,0.3930976302041492,90,69,100,5.370892018779343,100
Moonbah,87,-6.086956521739131,100,0.22771762571377427,90,99,100,4.662068965517242,91
Moonbi,81,13.924050632911392,53,0.1866766650981241,90,85,100,4.9739130434782615,99
Moonee Beach,78,0.0,100,0.14154186033791,68,100,100,4.642857142857143,91
Moonee Beach,74,2.4691358024691357,100,0.14154186033791,90,61,75,2.959349593495935,48
Mooney Mooney,76,5.311355311355311,100,0.08940914281751242,90,97,66,2.133793103448276,26
Moorbel,84,7.6923076923076925,100,0.25396913557084333,90,100,100,3.213008130081301,54
Moore Creek,74,13.924050632911392,53,0.1866766650981241,90,100,100,3.1306122448979594,52
Moorebank,81,4.3478260869565215,100,0.12047465125166812,68,100,100,4.345205479452055,83
Moorebank,69,12.477064220183486,100,0.12047465125166812,90,61,80,3.194007490636704,54
Moorland (NSW),73,0.8064516129032258,100,0.2200304128007434,90,41,77,3.38,58
Moparrabah,59,-2.2222222222222223,100,0.2752797576927607,90,10,27,3.3121019108280256,57
Moree,70,11.864406779661017,1,0.08689564238623415,90,100,100,6.3741935483870975,100
Morisset,77,14.035087719298245,100,0.13754902670373031,68,28,85,4.036968576709796,75
Morisset,70,3.1055900621118013,100,0.13754902670373031,90,10,59,3.8745098039215686,71
Morisset Park,65,3.1055900621118013,100,0.13754902670373031,90,51,96,3.6758620689655173,66
Morpeth,68,-1.9230769230769231,100,0.2412919137890668,68,33,92,4.457142857142857,86
Morpeth,64,4.895104895104895,100,0.2412919137890668,90,10,70,3.8420382165605096,70
Mortdale,78,6.67227999908973,100,0.20241672518846685,68,100,100,4.284507042253521,82
Mortdale,70,9.613130128956623,100,0.20241672518846685,90,34,55,2.6787878787878787,40
Mortlake (NSW),61,9.074074074074074,100,0.1784235847030253,90,10,10,1.707462686567164,15
Mortlake (NSW),60,5.769230769230769,100,0.1784235847030253,68,81,98,3.8264150943396227,70
Morton,62,3.79746835443038,100,0.07134513554307377,90,36,81,3.091891891891892,51
Mortons Creek,75,4.375,100,0.15000811179637177,90,89,90,3.2,54
Morts Estate,71,5.593220338983051,100,0.3245493282677928,90,60,94,4.055045871559633,76
Moruya,86,0.9523809523809524,100,0.15273739247660534,68,72,100,4.425531914893617,85
Moruya,76,0.6172839506172839,100,0.15273739247660534,90,10,76,3.873239436619718,71
Moruya Heads,85,0.9523809523809524,100,0.15273739247660534,68,100,100,4.425531914893617,85
Moruya Heads,70,0.6172839506172839,100,0.15273739247660534,90,44,88,3.9312714776632305,73
Morven (Greater Hume Shire - NSW),86,1.0294117647058822,100,0.29094505716169555,90,100,100,5.020689655172414,100
Mosman,71,3.0434782608695654,100,0.1662062781171194,68,100,100,3.3913043478260874,59
Mosman,64,-8.587257617728532,100,0.1662062781171194,90,10,10,2.4186046511627906,34
Moss Vale,71,-5.027932960893855,100,-0.10726914683396865,75,82,86,3.12124849939976,52
Moss Vale,69,-8.584070796460178,100,-0.10726914683396865,100,32,80,3.6859323882224646,66
Mossy Point,77,0.6172839506172839,100,0.15273739247660534,90,63,86,3.4489795918367343,60
Moto,60,0.8064516129032258,100,0.2200304128007434,90,10,65,3.38,58
Moulamein,86,6.521739130434782,100,0.33041319950336856,90,95,100,5.4399999999999995,100
Mount Annan,86,1.1023622047244095,100,0.13361588252584775,68,100,100,5.571428571428571,100
Mount Annan,68,5.88235294117647,100,0.13361588252584775,90,100,100,3.5135135135135136,62
Mount Arthur,72,2.589641434262948,93,0.23657766494198004,90,100,100,6.326409495548961,100
Mount Austin,78,-3.4229828850855744,100,0.3046442117563257,68,78,100,4.704761904761905,92
Mount Austin,69,4.761904761904762,100,0.3046442117563257,90,56,100,4.860869565217391,96
Mount Burrell,54,13.452380952380953,100,0.30796324565638616,90,10,10,3.1290043290043292,52
Mount Colah,73,3.4246575342465753,100,0.23991577685197668,68,100,87,2.35844915874177,32
Mount Colah,67,10.120481927710843,100,0.23991577685197668,90,84,77,2.681761006289308,40
Mount Druitt,64,10.784313725490197,100,0.07968756083298034,68,89,100,5.618390804597701,100
Mount Druitt,64,9.75609756097561,100,0.07968756083298034,90,19,73,2.987903225806452,48
Mount Elliot (NSW),82,5.311355311355311,100,0.08940914281751242,90,100,100,3.188679245283019,53
Mount Fairy,69,1.5789473684210527,87,0.22248435126283336,90,95,96,3.387155963302752,59
Mount Frome,74,5.593220338983051,100,0.3245493282677928,90,100,100,4.7125,93
Mount George (NSW),74,0.8064516129032258,100,0.2200304128007434,90,30,73,3.38,58
Mount Hunter,76,5.0,100,0.10791346544966449,90,93,61,2.0775558166862518,25
Mount Hutton (NSW),72,2.3622047244094486,100,0.12644782342382704,68,56,100,4.864516129032258,97
Mount Hutton (NSW),67,3.888888888888889,100,0.12644782342382704,90,10,88,3.955828220858896,73
Mount Keira,77,0.6896551724137931,100,0.13033572132417115,68,100,100,3.490909090909091,61
Mount Keira,67,1.214574898785425,100,0.13033572132417115,90,10,98,4.7272727272727275,93
Mount Kembla,77,6.985525487728131,100,0.049414349016912336,90,100,100,3.7104994903160042,67
Mount Kuring-Gai,71,10.120481927710843,100,0.23991577685197668,90,79,70,2.523076923076923,36
Mount Lewis,69,12.705882352941176,100,0.2270612620050571,90,10,41,3.0380434782608696,50
Mount Lewis,66,13.793103448275861,100,0.2270612620050571,68,52,80,3.3262260127931773,57
Mount Olive (Singleton - NSW),70,4.838709677419355,100,0.2883666386675438,90,100,100,4.357746478873239,83
Mount Ousley,74,1.214574898785425,100,0.13033572132417115,90,84,87,3.1199999999999997,52
Mount Pleasant (NSW),68,1.214574898785425,100,0.13033572132417115,90,100,99,3.1199999999999997,52
Mount Pritchard,81,7.045454545454545,100,0.22662167946725356,68,86,91,3.272727272727273,56
Mount Pritchard,72,14.678899082568808,100,0.22662167946725356,90,21,68,3.276,56
Mount Rankin,74,3.937007874015748,100,0.20903402520610842,90,100,100,2.666666666666667,40
Mount Riverview,73,6.199770378874857,100,-0.003277387015180885,100,81,100,4.041450777202073,75
Mount Russell,73,3.733333333333334,95,0.2700902155739978,90,100,100,6.186206896551724,100
Mount Saint Thomas,69,1.214574898785425,100,0.13033572132417115,90,56,90,3.81151832460733,69
Mount Saint Thomas,67,0.6896551724137931,100,0.13033572132417115,68,98,100,4.5396825396825395,88
Mount Vernon,77,14.678899082568808,100,0.22662167946725356,90,100,24,1.1885714285714286,10
Mount Victoria,72,6.199770378874857,100,-0.003277387015180885,100,38,85,3.8404726735598227,70
Mount View,77,4.838709677419355,100,0.2883666386675438,90,100,100,3.364705882352941,58
Mount Vincent,80,4.838709677419355,100,0.2883666386675438,90,100,100,3.364705882352941,58
Mount Warrigal,68,9.137055837563452,100,0.13077183055816813,90,10,74,3.907182320441989,72
Mount White,65,5.311355311355311,100,0.08940914281751242,90,10,10,2.133793103448276,26
Mountain View (NSW),57,-0.8064516129032258,100,0.20051123432038115,90,72,94,3.774814814814815,68
Mudgee,83,4.646464646464646,100,0.3245493282677928,68,100,100,4.690196078431373,92
Mudgee,69,5.593220338983051,100,0.3245493282677928,90,63,100,4.672463768115942,92
Mulbring,78,4.838709677419355,100,0.2883666386675438,90,100,100,3.364705882352941,58
Mulgoa,84,8.83977900552486,100,0.06422497848617538,90,94,92,3.1811764705882353,53
Mullaley,80,13.924050632911392,53,0.1866766650981241,90,85,100,7.160655737704919,100
Mullaway,69,2.4691358024691357,100,0.14154186033791,90,63,93,3.8850574712643677,71
Mullengandra,62,1.0294117647058822,100,0.29094505716169555,90,100,100,5.020689655172414,100
Mullion Creek,83,-1.4848484848484849,100,0.24618442769337176,90,100,100,4.109677419354838,77
Mulloon,63,1.5789473684210527,87,0.22248435126283336,90,74,98,3.387155963302752,59
Mullumbimby,72,9.090909090909092,100,0.17659667725785103,90,10,70,4.515789473684211,88
Mullumbimby,71,0.6622516556291391,100,0.17659667725785103,68,63,94,4.0,74
Mullumbimby Creek,73,9.090909090909092,100,0.17659667725785103,90,10,64,4.104035874439462,77
Mulwala,86,-1.4285714285714286,100,0.33041319950336856,68,100,100,4.631043256997455,91
Mulwala,73,6.521739130434782,100,0.33041319950336856,90,57,88,3.65625,65
Mumbil,85,2.589641434262948,93,0.23657766494198004,90,10,100,6.326409495548961,100
Mummel,68,3.3333333333333335,100,0.08949970660027125,90,100,100,3.7765363128491622,69
Mundongo,74,5.617977528089887,100,0.3202789724581078,90,100,100,5.057534246575343,100
Mungay Creek,79,-2.2222222222222223,100,0.2752797576927607,90,50,79,3.3121019108280256,57
Mungindi (NSW),74,11.864406779661017,1,0.08689564238623415,90,100,100,8.300469483568076,100
Murrami,70,14.666666666666666,76,0.03605019129133249,90,100,100,3.9,72
Murray Downs,72,6.521739130434782,100,0.33041319950336856,90,100,100,5.4399999999999995,100
Murrays Beach,60,3.888888888888889,100,0.12644782342382704,90,55,90,3.25,55
Murrays Run,68,4.838709677419355,100,0.2883666386675438,90,69,86,3.364705882352941,58
Murringo,90,13.924050632911392,100,0.3378838193852186,90,89,100,5.546666666666667,100
Murrumbateman,69,13.924050632911392,100,0.3378838193852186,90,100,100,3.1199999999999997,52
Murrurundi,69,10.526315789473683,75,0.3930976302041492,90,10,91,4.911111111111111,98
Murwillumbah,76,12.375533428165006,100,0.30796324565638616,68,60,91,3.7898305084745765,69
Murwillumbah,65,13.452380952380953,100,0.30796324565638616,90,10,64,4.178034682080925,79
Muscle Creek,79,10.526315789473683,75,0.3930976302041492,90,100,100,5.5058823529411764,100
Muswellbrook,71,-1.2121212121212122,75,0.3930976302041492,68,100,100,4.439024390243902,86
Muswellbrook,61,10.526315789473683,75,0.3930976302041492,90,52,100,5.2,100
Muttama,88,4.761904761904762,100,0.3046442117563257,90,100,100,5.2,100
Myall Park (NSW),85,14.666666666666666,76,0.03605019129133249,90,100,100,3.9,72
Mylestom,59,2.4691358024691357,100,0.14154186033791,90,10,60,3.670588235294118,66
Myocum,76,9.090909090909092,100,0.17659667725785103,90,10,65,4.104035874439462,77
Mystery Bay,67,0.6172839506172839,100,0.15273739247660534,90,10,68,3.579474342928661,63
Nabiac,72,1.7391304347826086,100,0.1228357622419058,90,15,72,3.556603773584906,63
Nambucca Heads,81,-2.272727272727273,100,0.2752797576927607,68,14,90,4.662068965517242,91
Nambucca Heads,69,-2.2222222222222223,100,0.2752797576927607,90,10,58,3.991143911439114,74
Nana Glen,75,2.4691358024691357,100,0.14154186033791,90,52,94,4.2219215155615695,80
Nangus,86,4.761904761904762,100,0.3046442117563257,90,84,100,4.663917525773196,91
Nanima,66,13.924050632911392,100,0.3378838193852186,90,100,100,2.9952,48
Napoleon Reef,82,3.937007874015748,100,0.20903402520610842,90,100,100,2.666666666666667,40
Narara,78,3.4975017844396863,100,0.08940914281751242,68,97,100,4.819512195121951,95
Narara,69,5.311355311355311,100,0.08940914281751242,90,76,93,3.595744680851064,64
Narellan,83,1.1023622047244095,100,0.13361588252584775,68,100,96,3.25,55
Narellan,64,5.88235294117647,100,0.13361588252584775,90,28,82,3.272727272727273,56
Narellan Vale,72,1.1023622047244095,100,0.13361588252584775,68,100,100,5.571428571428571,100
Narellan Vale,67,5.88235294117647,100,0.13361588252584775,90,93,100,3.7257731958762883,67
Naremburn,73,4.060913705583756,100,0.1901805871638555,68,100,100,3.43801652892562,60
Naremburn,68,6.853582554517133,100,0.1901805871638555,90,52,42,2.138709677419355,26
Narooma,74,0.6172839506172839,100,0.15273739247660534,90,10,62,3.6363636363636362,65
Narooma,70,0.9523809523809524,100,0.15273739247660534,68,31,83,3.8589981447124306,71
Narrabeen,70,4.99790004199916,100,0.10519982826016043,90,10,10,2.462121212121212,35
Narrabeen,68,8.0,100,0.10519982826016043,68,31,63,2.965925925925926,48
Narrabri,68,11.864406779661017,1,0.08689564238623415,90,90,100,5.148514851485149,100
Narrandera,80,14.666666666666666,76,0.03605019129133249,90,81,100,5.743283582089552,100
Narrawa,68,3.3333333333333335,100,0.08949970660027125,90,100,100,3.7765363128491622,69
Narrawallee,65,3.79746835443038,100,0.07134513554307377,90,10,65,2.8785238339313173,45
Narraweena,76,8.0,100,0.10519982826016043,68,99,52,1.812121212121212,18
Narraweena,68,4.99790004199916,100,0.10519982826016043,90,10,20,2.6,38
Narromine,84,2.589641434262948,93,0.23657766494198004,90,83,100,5.59,100
Narromine,77,-12.25,93,0.23657766494198004,68,100,100,0.0,10
Narwee,78,6.67227999908973,100,0.20241672518846685,68,48,100,5.54018691588785,100
Narwee,64,9.613130128956623,100,0.20241672518846685,90,10,27,2.868267358857884,45
Nashdale,71,-1.4848484848484849,100,0.24618442769337176,90,100,100,4.109677419354838,77
Nashua,71,9.090909090909092,100,0.17659667725785103,90,10,65,3.4666666666666663,61
Neath,65,4.838709677419355,100,0.2883666386675438,90,10,58,4.518167456556082,88
Nelligen,70,0.6172839506172839,100,0.15273739247660534,90,29,54,2.7083333333333335,41
Nelson (The Hills Shire - NSW),75,1.7647058823529411,100,0.30837092644453756,90,81,92,3.4666666666666663,61
Nelson Bay (NSW),73,3.1746031746031744,100,0.11786159608791938,68,48,90,4.0,74
Nelson Bay (NSW),65,2.035928143712575,100,0.11786159608791938,90,10,61,3.1920792079207922,54
Nelsons Plains,65,2.035928143712575,100,0.11786159608791938,90,77,91,2.9391304347826086,47
Nemingha,82,13.924050632911392,53,0.1866766650981241,90,100,100,4.133333333333333,78
Nericon,71,14.666666666666666,76,0.03605019129133249,90,100,100,3.9,72
Nerong,62,1.7391304347826086,100,0.1228357622419058,90,10,67,4.193548387096775,79
Nethercote,75,0.6172839506172839,100,0.15273739247660534,90,47,83,3.5752234514657166,63
Neurea,76,2.589641434262948,93,0.23657766494198004,90,100,100,6.326409495548961,100
Neutral Bay,68,3.0434782608695654,100,0.1662062781171194,68,94,98,3.5616438356164384,63
Neutral Bay,68,-8.587257617728532,100,0.1662062781171194,90,10,45,3.0044444444444443,49
Nevertire,67,20.0,6,0.15168287915699608,90,100,100,0.0,10
Neville,80,-1.4848484848484849,100,0.24618442769337176,90,87,100,4.444444444444445,86
New Berrima,69,-8.584070796460178,100,-0.10726914683396865,100,45,87,3.840909090909091,70
New Brighton,72,9.090909090909092,100,0.17659667725785103,90,10,63,3.5837847523742576,64
New Italy,67,9.090909090909092,100,0.17659667725785103,90,10,52,3.0202020202020203,49
New Lambton,76,6.153846153846154,100,0.15145028935713895,68,100,100,4.16,78
New Lambton,66,6.358381502890173,100,0.15145028935713895,90,23,76,3.058823529411765,50
New Lambton Heights,64,3.888888888888889,100,0.12644782342382704,90,64,100,3.7457627118644066,68
New Park,68,9.042553191489363,100,0.26190238077666794,90,26,92,4.588235294117647,89
Newbridge (NSW),80,-1.4848484848484849,100,0.24618442769337176,90,72,100,4.444444444444445,86
Newcastle,70,6.358381502890173,100,0.15145028935713895,90,54,47,2.2285714285714286,29
Newcastle,67,6.153846153846154,100,0.15145028935713895,68,78,96,3.813333333333333,69
Newcastle East,74,6.153846153846154,100,0.15145028935713895,68,76,98,3.953216374269006,73
Newcastle West,70,6.153846153846154,100,0.15145028935713895,68,43,98,4.740136054421769,93
Newee Creek,76,-2.2222222222222223,100,0.2752797576927607,90,62,82,3.25,55
Newington (NSW),66,16.878267363704257,100,0.3406142994896833,90,44,61,2.7083333333333335,41
Newington (NSW),65,0.7575757575757576,100,0.3406142994896833,68,100,100,4.439024390243902,86
Newport (NSW),72,4.651162790697675,100,0.05934304230393405,68,100,100,3.7699999999999996,68
Newport (NSW),67,3.404255319148936,100,0.05934304230393405,90,10,39,3.0207468879668053,49
Newrybar,69,9.090909090909092,100,0.17659667725785103,90,44,86,3.7864077669902914,69
Newtown (NSW),73,1.6216216216216217,96,0.04403307908723426,68,100,100,3.945882352941176,73
Newtown (NSW),64,4.391534391534392,96,0.04403307908723426,90,10,63,2.7830985915492956,43
Niagara Park,78,3.4975017844396863,100,0.08940914281751242,68,99,100,3.796143250688705,69
Niagara Park,69,5.311355311355311,100,0.08940914281751242,90,73,94,3.727167630057803,67
Niangala,61,10.526315789473683,75,0.3930976302041492,90,54,100,4.588235294117647,89
Nimbin,72,9.042553191489363,100,0.26190238077666794,90,10,49,4.050991501416431,76
Nimmitabel,85,-6.086956521739131,100,0.22771762571377427,90,14,97,5.3061224489795915,100
Nobbys Creek,73,13.452380952380953,100,0.30796324565638616,90,69,82,3.1290043290043292,52
Norah Head,77,5.521472392638037,100,0.1246286821937022,90,96,90,3.0212290502793295,49
Noraville,85,-0.6611570247933884,100,0.1246286821937022,68,100,100,3.9928571428571433,74
Noraville,64,5.521472392638037,100,0.1246286821937022,90,27,80,3.1955307262569828,54
Nords Wharf,70,3.888888888888889,100,0.12644782342382704,90,23,68,3.25,55
Normanhurst,77,3.4246575342465753,100,0.23991577685197668,68,100,90,2.6095940959409596,39
Normanhurst,66,10.120481927710843,100,0.23991577685197668,90,53,57,2.104761904761905,26
North Albury,79,4.6875,100,0.29094505716169555,68,92,100,5.164137931034483,100
