Suburb,Investor Score,12M Growth (%),10Y Growth (%),Growth Gap,Growth Gap,Rent Affordability,Buy Affordability,Yield,Yield
Chelmer,70,13.379310344827585,100,0.33560415709670155,90,100,92,2.5506569343065695,37
Chelmer,59,19.755244755244757,100,0.33560415709670155,68,100,100,3.9582089552238804,73
Cherbourg,62,11.76470588235294,76,0.36728812145916767,90,10,97,5.9222222222222225,100
Chermside,68,24.0,100,0.33282064039587717,68,37,100,5.11404958677686,100
Chermside,63,20.51282051282051,100,0.33282064039587717,90,10,61,2.8363636363636364,44
Chermside West,81,24.0,100,0.33282064039587717,68,85,100,4.457142857142857,86
Chermside West,67,20.51282051282051,100,0.33282064039587717,90,55,90,3.2324324324324327,55
Chevallum,69,12.222222222222221,100,0.30409776877274936,90,74,89,3.430725730442978,60
Chewko,57,5.434782608695652,10,0.38569483836422563,90,10,100,5.098039215686274,100
Childers (Qld),83,17.647058823529413,100,0.5056780205917071,68,10,94,5.226130653266332,100
Childers (Qld),62,18.84057971014493,100,0.5056780205917071,90,10,88,5.330296127562642,100
Chillagoe,69,5.434782608695652,10,0.38569483836422563,90,10,74,5.098039215686274,100
Chinchilla,57,19.649122807017545,1,0.42866491571041754,90,76,100,6.157894736842105,100
Chinchilla,51,8.51063829787234,1,0.42866491571041754,68,100,100,6.678899082568808,100
Churchable,74,23.272727272727273,100,0.4634486394398251,90,62,100,4.613533834586466,90
Churchill (Qld),72,32.857142857142854,100,0.4161134602534033,68,73,96,3.876363636363636,71
Churchill (Qld),59,21.15404235472446,100,0.4161134602534033,90,10,93,4.393103448275862,84
Chuwar,68,21.15404235472446,100,0.4161134602534033,90,100,100,3.146930462612744,52
Clagiraba,66,6.785714285714286,100,0.24932860430347747,90,86,100,4.631828978622328,91
Clairview,64,3.125,1,0.5040089272161924,90,10,100,9.927272727272728,100
Clare (Qld),73,14.000000000000002,1,0.2596790378134538,90,100,100,6.259259259259259,100
Clarendon (Qld),80,23.272727272727273,100,0.4634486394398251,90,61,98,4.300751879699248,82
Clayfield,64,10.0,100,0.366059726795575,90,10,39,2.189473684210526,28
Clayfield,62,20.28301886792453,100,0.366059726795575,68,100,100,4.503937007874016,87
Clear Island Waters,67,10.87866108786611,100,0.3889969675123477,68,24,89,4.404705882352941,85
Clear Island Waters,60,18.181818181818183,100,0.3889969675123477,90,10,10,3.4044616876818625,59
Clear Mountain,74,13.513513513513514,100,0.34260139788549837,90,82,78,2.769230769230769,43
Clermont,66,26.0,1,0.5040089272161924,68,100,100,9.618497109826588,100
Clermont,57,3.125,1,0.5040089272161924,90,100,100,8.408510638297873,100
Cleveland (Qld),78,19.298245614035086,100,0.3298010375785084,68,37,94,4.508670520231214,87
Cleveland (Qld),63,10.125,100,0.3298010375785084,90,10,68,3.6526829268292684,65
Clifton (Qld),82,16.50485436893204,96,0.36459391010077313,90,19,100,5.621621621621622,100
Clifton Beach (Qld),54,7.462686567164178,79,0.2638782709100541,90,10,76,4.324210526315789,83
Clifton Beach (Qld),52,11.570247933884298,79,0.2638782709100541,68,72,100,6.5,100
Clinton (Qld),46,21.264591439688715,13,0.5877788394898036,68,100,100,5.5058823529411764,100
Clinton (Qld),43,23.456790123456788,13,0.5877788394898036,90,74,100,5.3061224489795915,100
Cloncurry,66,1140.0,1,0.292508768094618,90,100,100,8.866359447004609,100
Clontarf (Moreton Bay - Qld),78,20.0,100,0.35186576941509334,68,85,100,4.105263157894737,77
Clontarf (Moreton Bay - Qld),60,11.18421052631579,100,0.35186576941509334,90,10,80,3.669856459330144,66
Closeburn,59,13.513513513513514,100,0.34260139788549837,90,60,81,2.769230769230769,43
Cloyna,72,11.76470588235294,76,0.36728812145916767,90,95,100,5.9222222222222225,100
Cluden,60,26.03062426383981,48,0.46726220919136935,90,27,100,4.680851063829787,92
Coalfalls,57,21.15404235472446,100,0.4161134602534033,90,77,100,3.895131086142322,72
Coconuts,75,7.2727272727272725,65,0.39148072002493234,90,60,100,6.101333333333334,100
Coen,52,5.434782608695652,10,0.38569483836422563,90,17,100,5.7379310344827585,100
Coes Creek,66,10.606060606060606,100,0.2660515074951408,90,10,94,4.2784810126582276,81
Coleyville,71,23.272727272727273,100,0.4634486394398251,90,100,100,3.9722222222222223,74
Collingwood Park (Qld),63,29.142857142857142,100,0.3808220154218956,68,100,100,6.0,100
Collingwood Park (Qld),56,17.073170731707318,100,0.3808220154218956,90,59,100,4.208092485549133,80
Collinsville (Qld),47,3.125,1,0.5040089272161924,90,80,100,11.700000000000001,100
Colosseum,43,23.456790123456788,13,0.5877788394898036,90,10,89,5.408,100
Comet,69,15.942028985507244,1,0.5174289633200996,90,100,100,7.231788079470198,100
Condamine,60,19.649122807017545,1,0.42866491571041754,90,92,100,7.917695473251028,100
Condon,60,24.074074074074073,48,0.46726220919136935,68,87,100,7.84561403508772,100
Condon,46,26.03062426383981,48,0.46726220919136935,90,43,100,5.144086021505377,100
Conondale,58,12.222222222222221,100,0.30409776877274936,90,10,45,3.0727272727272728,50
Conway,69,4.6875,83,0.35341179667765543,90,14,100,6.595121951219513,100
Coochiemudlo Island,63,10.125,100,0.3298010375785084,90,10,76,4.702608695652174,92
Coochin,69,23.272727272727273,100,0.4634486394398251,90,100,100,3.9722222222222223,74
Cooee Bay,68,14.242424242424242,65,0.40153322821009524,68,49,100,5.517241379310345,100
Cooee Bay,52,21.27906976744186,65,0.40153322821009524,90,10,84,4.489208633093525,87
Cooktown,70,5.434782608695652,10,0.38569483836422563,90,50,100,5.7379310344827585,100
Coolabunia,88,11.76470588235294,76,0.36728812145916767,90,54,100,7.8,100
Coolana,71,23.272727272727273,100,0.4634486394398251,90,69,100,4.300751879699248,82
Coolangatta (Qld),74,12.562499999999998,100,0.33090720820774727,68,10,67,4.041450777202073,75
Coolangatta (Qld),69,16.923076923076923,100,0.33090720820774727,90,10,10,2.3969270166453267,33
Coolmunda,61,19.649122807017545,1,0.42866491571041754,90,90,100,7.054263565891474,100
Cooloola Cove,60,12.173913043478262,100,0.4222710754076326,90,10,63,4.432786885245902,85
Cooloolabin,72,10.606060606060606,100,0.2660515074951408,90,10,43,3.4574468085106385,60
Coolum Beach,74,7.142857142857142,100,0.3751370464431661,68,34,89,4.16,78
Coolum Beach,64,15.82608695652174,100,0.3751370464431661,90,10,51,3.108695652173913,51
Coombabah,67,17.159663865546218,100,0.4322248313440842,68,10,80,5.585476550680787,100
Coombabah,67,12.962962962962962,100,0.4322248313440842,90,10,51,4.105263157894737,77
Coomera,62,11.904761904761903,100,0.32721563588207037,90,23,100,4.573493975903614,89
Coomera,61,17.94871794871795,100,0.32721563588207037,68,79,100,5.408,100
Coominya,81,23.272727272727273,100,0.4634486394398251,90,23,88,4.300751879699248,82
Coonarr,62,18.84057971014493,100,0.5056780205917071,90,10,83,4.642857142857143,91
Coopers Plains,81,18.217054263565892,100,0.35535474137266077,68,100,100,3.9899916597164307,74
Coopers Plains,77,17.61904761904762,100,0.35535474137266077,90,59,76,3.0472082884065443,50
Cooran,62,0.0,100,0.3689176935619046,90,10,75,3.7142857142857144,67
Cooroibah,61,0.0,100,0.3689176935619046,90,10,54,3.089855072463768,51
Cooroy,73,43.96551724137931,100,0.3689176935619046,68,57,76,3.0514970059880238,50
Cooroy,68,0.0,100,0.3689176935619046,90,10,65,4.0837696335078535,76
Cooroy Mountain,70,0.0,100,0.3689176935619046,90,40,84,3.2066666666666666,54
Coorparoo,70,23.853211009174313,100,0.3633545036835799,68,100,100,4.42962962962963,85
Coorparoo,65,13.580246913580247,100,0.3633545036835799,90,36,60,2.3636363636363638,32
Coorumba,82,7.2727272727272725,65,0.39148072002493234,90,99,100,5.889156626506025,100
Cootharaba,75,0.0,100,0.3689176935619046,90,10,56,3.2066666666666666,54
Coowonga,58,21.27906976744186,65,0.40153322821009524,90,10,93,5.322834645669292,100
Cooya Beach,56,-5.357142857142857,30,0.10366168285089358,90,10,100,6.136,100
Cooyar,80,20.27027027027027,82,0.42049510892423914,90,10,77,5.2,100
Coppabella (Qld),47,3.125,1,0.5040089272161924,90,100,100,9.927272727272728,100
Coquette Point,63,7.2727272727272725,65,0.39148072002493234,90,61,100,6.101333333333334,100
Coral Cove,56,18.84057971014493,100,0.5056780205917071,90,10,95,4.396462018730489,84
Cordalba,68,18.84057971014493,100,0.5056780205917071,90,10,83,4.642857142857143,91
Cordelia,73,14.000000000000002,1,0.2596790378134538,90,93,100,6.6625000000000005,100
Corinda,73,13.379310344827585,100,0.33560415709670155,90,70,87,3.3583333333333334,58
Corinda,72,19.755244755244757,100,0.33560415709670155,68,100,100,5.709803921568628,100
Cornubia,74,17.647058823529413,100,0.3739332213637807,90,88,98,3.7142857142857144,67
Cornubia,69,24.17638114546376,100,0.3739332213637807,68,100,100,4.445161290322581,86
Cosgrove (Qld),56,26.03062426383981,48,0.46726220919136935,90,83,100,5.017543859649122,100
Cotswold Hills,60,13.707729151687861,100,0.36721001926760233,90,100,97,3.2402010050251255,55
Cottonvale (Qld),73,16.50485436893204,96,0.36459391010077313,90,70,100,4.440449438202247,86
Coulson,83,23.272727272727273,100,0.4634486394398251,90,80,99,3.9722222222222223,74
Coverty,74,11.76470588235294,76,0.36728812145916767,90,10,91,5.9222222222222225,100
Cow Bay,55,-5.357142857142857,30,0.10366168285089358,90,10,74,6.136,100
Craiglie,71,-5.357142857142857,30,0.10366168285089358,90,22,89,4.406779661016949,85
Craignish,57,8.130081300813007,100,0.40533398854061803,90,10,90,4.072289156626506,76
Cranbrook (Qld),66,24.074074074074073,48,0.46726220919136935,68,100,100,11.291428571428572,100
Cranbrook (Qld),47,26.03062426383981,48,0.46726220919136935,90,40,100,5.096,100
Cranley,86,23.587570621468927,100,0.36721001926760233,68,70,100,5.335064935064935,100
Cranley,63,13.707729151687861,100,0.36721001926760233,90,10,86,4.669387755102041,91
Crawford,88,11.76470588235294,76,0.36728812145916767,90,95,100,7.8,100
Cressbrook,85,23.272727272727273,100,0.4634486394398251,90,80,97,3.855172413793104,71
Crestmead,82,31.666666666666664,100,0.3794658497533123,68,94,100,4.824742268041237,95
Crestmead,60,18.102766798418973,100,0.3794658497533123,90,29,96,4.069565217391304,76
Croftby,77,23.272727272727273,100,0.4634486394398251,90,10,71,3.9722222222222223,74
Crohamhurst,73,12.222222222222221,100,0.30409776877274936,90,32,67,3.0727272727272728,50
Crows Nest (Qld),73,20.27027027027027,82,0.42049510892423914,90,10,76,4.0,74
Croydon (Qld),53,5.434782608695652,10,0.38569483836422563,90,100,100,0.0,10
Cryna,70,12.396694214876034,100,0.42430480403740084,90,68,99,4.2823529411764705,82
Crystal Brook (Qld),59,4.6875,83,0.35341179667765543,90,10,100,6.595121951219513,100
Cullinane,76,7.2727272727272725,65,0.39148072002493234,90,69,100,6.101333333333334,100
Cullinane,75,-11.11111111111111,65,0.39148072002493234,68,100,100,6.6716981132075475,100
Cungulla,44,26.03062426383981,48,0.46726220919136935,90,10,90,4.766666666666667,94
Cunnamulla,66,14.705882352941178,1,0.05263157894736842,90,100,100,0.0,10
Curra,66,12.173913043478262,100,0.4222710754076326,90,10,78,4.744525547445255,93
Currajong,69,24.074074074074073,48,0.46726220919136935,68,100,100,5.777777777777778,100
Currajong,48,26.03062426383981,48,0.46726220919136935,90,61,100,4.7272727272727275,93
Curramore (Qld),70,12.222222222222221,100,0.30409776877274936,90,10,56,3.0727272727272728,50
Currimundi,65,15.384615384615385,100,0.3393845891556846,68,36,95,4.605714285714286,90
Currimundi,59,13.592233009708737,100,0.3393845891556846,90,10,73,3.6954314720812182,66
Currumbin,67,12.562499999999998,100,0.33090720820774727,68,28,91,4.473118279569892,86
Currumbin,56,16.923076923076923,100,0.33090720820774727,90,10,27,3.151515151515152,52
Currumbin Valley,68,7.6923076923076925,100,0.35465250443800683,90,10,55,2.7231578947368424,41
Currumbin Waters,73,12.562499999999998,100,0.33090720820774727,68,10,95,5.22007722007722,100
Currumbin Waters,61,16.923076923076923,100,0.33090720820774727,90,10,52,3.6903225806451614,66
Cushnie,89,11.76470588235294,76,0.36728812145916767,90,91,100,5.9222222222222225,100
D'Aguilar,89,6.944444444444445,100,0.4170937292177466,90,71,100,7.334736842105263,100
Dagun,62,12.173913043478262,100,0.4222710754076326,90,10,74,3.6666666666666665,66
Daisy Hill (Qld),66,20.0,100,0.31515678303240424,90,49,93,3.555102040816326,63
Daisy Hill (Qld),65,30.88235294117647,100,0.31515678303240424,68,100,100,5.250485436893204,100
Dakabin,71,24.175824175824175,100,0.3956728676830515,68,88,100,5.2,100
Dakabin,54,13.292011019283748,100,0.3956728676830515,90,51,96,3.733333333333334,67
Dalby,73,20.27027027027027,82,0.42049510892423914,90,94,100,6.174142480211082,100
Dalcouth,87,16.50485436893204,96,0.36459391010077313,90,100,100,4.440449438202247,86
Dallarnil,84,11.76470588235294,76,0.36728812145916767,90,19,100,5.743283582089552,100
Dalveen,84,16.50485436893204,96,0.36459391010077313,90,51,100,5.388957488093138,100
Dalysford,69,11.76470588235294,76,0.36728812145916767,90,66,100,4.860869565217391,96
Dargal Road,56,19.649122807017545,1,0.42866491571041754,90,100,100,12.254777070063694,100
Darling Heights,76,23.587570621468927,100,0.36721001926760233,68,100,100,4.8533333333333335,96
Darling Heights,61,13.707729151687861,100,0.36721001926760233,90,46,100,4.293971924029727,82
Darra,78,17.02127659574468,100,0.41483599047784725,90,71,87,3.3846153846153846,58
Darra,74,29.68036529680365,100,0.41483599047784725,68,100,100,3.2292993630573243,54
Darts Creek,44,23.456790123456788,13,0.5877788394898036,90,47,100,5.375939849624061,100
Dayboro,72,13.513513513513514,100,0.34260139788549837,90,100,100,3.458,60
Deagon,70,15.316455696202533,100,0.33880575318348444,90,45,91,4.147239263803681,78
Deagon,61,27.083333333333332,100,0.33880575318348444,68,100,100,8.467640918580376,100
Deception Bay,70,30.37974683544304,100,0.38497216273139023,68,70,100,4.457142857142857,86
Deception Bay,59,13.286713286713287,100,0.38497216273139023,90,10,87,4.115107913669065,77
Deebing Heights,60,21.15404235472446,100,0.4161134602534033,90,99,100,4.016551724137931,75
Deepwater (Qld),59,23.456790123456788,13,0.5877788394898036,90,10,43,5.408,100
Deeragun,53,24.074074074074073,48,0.46726220919136935,68,100,100,11.160975609756099,100
Deeragun,47,26.03062426383981,48,0.46726220919136935,90,61,100,5.146391752577319,100
Deeral,63,7.2727272727272725,65,0.39148072002493234,90,72,100,4.837209302325581,96
Degilbo,85,11.76470588235294,76,0.36728812145916767,90,10,98,5.743283582089552,100
Delan,77,11.76470588235294,76,0.36728812145916767,90,26,95,4.860869565217391,96
Delaneys Creek,81,6.944444444444445,100,0.4170937292177466,90,83,96,3.6739130434782608,66
Depot Hill,55,21.27906976744186,65,0.40153322821009524,90,10,100,7.9,100
Derri Derra,74,11.76470588235294,76,0.36728812145916767,90,100,100,5.743283582089552,100
Deuchar,85,16.50485436893204,96,0.36459391010077313,90,38,100,5.388957488093138,100
Devereux Creek,54,18.478260869565215,26,0.42437895671701376,90,81,100,5.693430656934306,100
Diamond Valley,56,12.222222222222221,100,0.30409776877274936,90,10,81,3.664761904761905,66
Dicky Beach,67,15.384615384615385,100,0.3393845891556846,68,22,91,4.604166666666667,90
Dicky Beach,64,13.592233009708737,100,0.3393845891556846,90,10,21,2.530666666666667,37
Diddillibah,70,10.606060606060606,100,0.2660515074951408,90,10,32,2.4761904761904763,35
Dimbulah,69,5.434782608695652,10,0.38569483836422563,90,10,99,5.098039215686274,100
Dingo,69,15.942028985507244,1,0.5174289633200996,90,100,100,8.241509433962264,100
Dingo Beach,68,4.6875,83,0.35341179667765543,90,10,90,6.595121951219513,100
Dinmore,79,32.857142857142854,100,0.4161134602534033,68,81,100,4.591375770020534,89
Dinmore,60,21.15404235472446,100,0.4161134602534033,90,22,96,4.222038111019055,80
Dirranbandi,74,19.649122807017545,1,0.42866491571041754,90,98,100,8.981818181818182,100
Dirranbandi,46,8.51063829787234,1,0.42866491571041754,68,100,100,0.0,10
Diwan,57,-5.357142857142857,30,0.10366168285089358,90,10,95,6.136,100
Dolphin Heads,50,18.478260869565215,26,0.42437895671701376,90,100,100,5.7982300884955755,100
Dolphin Heads,43,15.833333333333332,26,0.42437895671701376,68,100,100,4.862337662337662,96
Donnybrook (Qld),52,7.516778523489933,100,0.29788951263378183,90,10,72,4.07843137254902,76
Doolandella,73,17.02127659574468,100,0.41483599047784725,90,75,97,3.9165701042873695,72
Doolandella,64,29.68036529680365,100,0.41483599047784725,68,99,100,5.108771929824561,100
Doomadgee,45,1140.0,1,0.292508768094618,90,100,100,0.0,10
Doonan,66,0.0,100,0.3689176935619046,90,10,54,3.4171428571428573,59
Douglas (Toowoomba - Qld),66,20.27027027027027,82,0.42049510892423914,90,100,100,5.2,100
Douglas (Townsville - Qld),48,24.074074074074073,48,0.46726220919136935,68,100,100,7.359999999999999,100
Douglas (Townsville - Qld),47,26.03062426383981,48,0.46726220919136935,90,90,100,5.152293577981651,100
Dows Creek,65,18.478260869565215,26,0.42437895671701376,90,100,100,5.693430656934306,100
Draper,75,13.513513513513514,100,0.34260139788549837,90,100,87,2.769230769230769,43
Drayton,75,13.707729151687861,100,0.36721001926760233,90,79,96,3.796825396825397,69
Drayton,69,23.587570621468927,100,0.36721001926760233,68,97,100,5.610526315789474,100
Drewvale,71,23.883495145631066,100,0.3609920846069107,68,100,100,5.109350237717908,100
Drewvale,70,11.731843575418994,100,0.3609920846069107,90,96,96,3.3676190476190477,58
Drinan,86,11.76470588235294,76,0.36728812145916767,90,28,96,4.860869565217391,96
Duaringa,70,15.942028985507244,1,0.5174289633200996,90,86,100,8.241509433962264,100
Ducklo,70,20.27027027027027,82,0.42049510892423914,90,51,100,6.410958904109589,100
Dugandan,78,23.272727272727273,100,0.4634486394398251,90,28,84,3.9722222222222223,74
Dulacca,75,19.649122807017545,1,0.42866491571041754,90,100,100,7.917695473251028,100
Dulong,69,12.222222222222221,100,0.30409776877274936,90,35,77,3.4574468085106385,60
Dumbleton,62,18.478260869565215,26,0.42437895671701376,90,100,100,4.9523809523809526,99
Dundathu,70,10.75268817204301,100,0.43754282129649724,90,20,88,4.402919708029198,85
Dundowran,67,8.130081300813007,100,0.40533398854061803,90,10,77,3.7977528089887644,69
Dundowran Beach,52,8.130081300813007,100,0.40533398854061803,90,10,70,3.074782608695652,50
Dunmora,78,10.75268817204301,100,0.43754282129649724,90,91,100,4.7272727272727275,93
Dunwich,76,10.125,100,0.3298010375785084,90,10,10,11.658064516129032,100
Durack (Qld),82,29.68036529680365,100,0.41483599047784725,68,75,100,4.188888888888889,79
Durack (Qld),71,17.02127659574468,100,0.41483599047784725,90,10,78,3.9245283018867925,72
Durong,80,11.76470588235294,76,0.36728812145916767,90,10,100,5.9222222222222225,100
Dutton Park,73,23.853211009174313,100,0.3633545036835799,68,81,100,5.972277227722772,100
Dutton Park,71,13.580246913580247,100,0.3633545036835799,90,49,73,3.0798283261802575,51
Dysart (Qld),48,26.0,1,0.5040089272161924,68,100,100,10.566844919786096,100
Dysart (Qld),43,3.125,1,0.5040089272161924,90,100,100,10.4,100
Eagleby,67,31.428571428571427,100,0.42546362399487814,68,39,98,4.816797035817209,95
Eagleby,59,17.17741935483871,100,0.42546362399487814,90,10,78,4.014705882352941,75
Earlville,67,15.398230088495577,86,0.3084325755683757,68,54,100,7.82608695652174,100
Earlville,63,15.572815533980583,86,0.3084325755683757,90,10,90,5.328925619834711,100
East Barron,63,9.67741935483871,62,0.24196755527593913,90,55,100,4.369747899159663,84
East Brisbane,72,13.432835820895523,100,0.4115501600999179,68,100,100,4.588235294117647,89
East Brisbane,63,14.666666666666666,100,0.4115501600999179,90,11,70,2.959056210964608,48
East Deep Creek,78,12.173913043478262,100,0.4222710754076326,90,60,89,3.6666666666666665,66
East Feluga,77,7.2727272727272725,65,0.39148072002493234,90,65,100,5.416666666666667,100
East Greenmount,91,16.50485436893204,96,0.36459391010077313,90,100,100,5.085574572127139,100
East Innisfail,63,7.2727272727272725,65,0.39148072002493234,90,19,100,6.618181818181817,100
East Innisfail,62,-11.11111111111111,65,0.39148072002493234,68,92,100,6.6716981132075475,100
East Ipswich,67,32.857142857142854,100,0.4161134602534033,68,85,100,4.7372724687144485,93
East Ipswich,58,21.15404235472446,100,0.4161134602534033,90,10,96,4.563713080168776,89
East Mackay,49,18.478260869565215,26,0.42437895671701376,90,37,100,5.852398523985239,100
East Mackay,43,15.833333333333332,26,0.42437895671701376,68,100,100,7.8,100
East Nanango,82,11.76470588235294,76,0.36728812145916767,90,13,100,5.792079207920793,100
East Palmerston,77,7.2727272727272725,65,0.39148072002493234,90,78,100,5.889156626506025,100
East Toowoomba,76,23.587570621468927,100,0.36721001926760233,68,100,100,4.597894736842105,90
East Toowoomba,60,13.707729151687861,100,0.36721001926760233,90,39,93,3.733333333333334,67
East Trinity,73,15.572815533980583,86,0.3084325755683757,90,42,100,5.827586206896552,100
Eastern Heights,85,32.857142857142854,100,0.4161134602534033,68,98,100,4.7372724687144485,93
Eastern Heights,59,21.15404235472446,100,0.4161134602534033,90,31,91,3.7142857142857144,67
Eatons Hill,69,13.513513513513514,100,0.34260139788549837,90,100,100,3.693457943925234,66
Ebbw Vale,67,21.15404235472446,100,0.4161134602534033,90,16,94,4.222038111019055,80
Ebenezer (Qld),87,23.272727272727273,100,0.4634486394398251,90,94,100,4.068278805120911,76
Edens Landing,67,31.428571428571427,100,0.42546362399487814,68,100,100,5.01139896373057,100
Edens Landing,60,17.17741935483871,100,0.42546362399487814,90,39,97,3.994701986754967,74
Edge Hill,63,15.398230088495577,86,0.3084325755683757,68,100,100,6.88235294117647,100
Edge Hill,61,15.572815533980583,86,0.3084325755683757,90,17,100,4.794326241134752,95
Edmonton,70,15.398230088495577,86,0.3084325755683757,68,100,100,7.827956989247312,100
Edmonton,59,15.572815533980583,86,0.3084325755683757,90,31,100,5.571428571428571,100
Eerwah Vale,73,10.606060606060606,100,0.2660515074951408,90,10,57,3.099607843137255,51
Eidsvold,85,11.76470588235294,76,0.36728812145916767,90,29,100,7.000000000000001,100
Eight Mile Plains,75,21.238938053097346,100,0.36664796801294863,68,85,100,4.84676757885318,96
Eight Mile Plains,73,13.043478260869565,100,0.36664796801294863,90,51,63,2.6732689555332554,40
Eimeo,55,15.833333333333332,26,0.42437895671701376,68,100,100,6.174142480211082,100
Eimeo,50,18.478260869565215,26,0.42437895671701376,90,81,100,5.728813559322034,100
El Arish,75,7.2727272727272725,65,0.39148072002493234,90,42,100,5.889156626506025,100
Elanora,72,12.562499999999998,100,0.33090720820774727,68,39,96,4.654320987654321,91
Elanora,61,16.923076923076923,100,0.33090720820774727,90,10,65,4.0,74
Electra,71,18.84057971014493,100,0.5056780205917071,90,70,100,4.642857142857143,91
Eli Waters,83,9.767441860465116,100,0.40533398854061803,68,15,100,6.050909090909091,100
Eli Waters,60,8.130081300813007,100,0.40533398854061803,90,10,80,4.995275590551182,100
Elimbah,70,14.516129032258066,100,0.43729964010155264,90,52,95,4.25,81
Ellen Grove,71,17.02127659574468,100,0.41483599047784725,90,38,94,4.4854961832061075,87
Ellen Grove,68,29.68036529680365,100,0.41483599047784725,68,55,100,5.007407407407408,100
Ellerbeck,59,7.2727272727272725,65,0.39148072002493234,90,10,80,5.416666666666667,100
Ellesmere,75,11.76470588235294,76,0.36728812145916767,90,15,100,5.792079207920793,100
Elliott (Qld),68,18.84057971014493,100,0.5056780205917071,90,38,100,4.642857142857143,91
Elliott Heads,58,18.84057971014493,100,0.5056780205917071,90,10,66,3.7880794701986757,69
Emerald (Qld),54,18.090452261306535,1,0.5174289633200996,68,100,100,8.629787234042553,100
Emerald (Qld),50,15.942028985507244,1,0.5174289633200996,90,100,100,6.5933014354066986,100
Emu Park,70,14.242424242424242,65,0.40153322821009524,68,80,100,4.378947368421052,84
Emu Park,58,21.27906976744186,65,0.40153322821009524,90,10,86,4.215151515151515,80
Emu Vale,78,16.50485436893204,96,0.36459391010077313,90,39,85,3.8279158699808793,70
Enoggera,82,22.714420358152687,100,0.29952783858390913,68,100,100,4.9421487603305785,99
Enoggera,72,20.626349892008637,100,0.29952783858390913,90,95,72,2.3267796610169493,31
Erakala,65,18.478260869565215,26,0.42437895671701376,90,100,100,5.612698412698413,100
Erub Island,46,5.434782608695652,10,0.38569483836422563,90,100,100,0.0,10
Esk (Qld),65,23.272727272727273,100,0.4634486394398251,90,10,79,4.178571428571429,79
Etna Creek,61,21.27906976744186,65,0.40153322821009524,90,29,99,4.394366197183099,84
Eton,65,18.478260869565215,26,0.42437895671701376,90,87,100,4.931034482758621,98
Etty Bay,79,7.2727272727272725,65,0.39148072002493234,90,100,100,5.889156626506025,100
Eubenangee,64,7.2727272727272725,65,0.39148072002493234,90,95,100,4.837209302325581,96
Eudlo,66,12.222222222222221,100,0.30409776877274936,90,11,81,3.430725730442978,60
Eukey,76,16.50485436893204,96,0.36459391010077313,90,100,100,4.440449438202247,86
Euleilah,56,23.456790123456788,13,0.5877788394898036,90,10,76,5.408,100
Eumundi,71,10.606060606060606,100,0.2660515074951408,90,59,80,3.2066666666666666,54
Eungella (Qld),60,18.478260869565215,26,0.42437895671701376,90,10,68,5.693430656934306,100
Eureka (Qld),66,18.84057971014493,100,0.5056780205917071,90,10,94,4.642857142857143,91
Euthulla,60,19.649122807017545,1,0.42866491571041754,90,100,100,12.254777070063694,100
Evelyn,81,9.67741935483871,62,0.24196755527593913,90,74,100,5.473684210526316,100
Everton Hills,82,26.126126126126124,100,0.34260139788549837,68,100,100,4.740136054421769,93
Everton Hills,69,13.513513513513514,100,0.34260139788549837,90,100,100,3.4840000000000004,61
Everton Park,64,15.463917525773196,100,0.32391467132572693,90,42,87,3.3090909090909086,57
Everton Park,61,18.165467625899282,100,0.32391467132572693,68,97,100,4.828006088280061,96
Fairfield (Qld),72,13.580246913580247,100,0.3633545036835799,90,98,94,3.214545454545455,54
Fairfield (Qld),66,23.853211009174313,100,0.3633545036835799,68,100,100,4.690196078431373,92
Fairney View,86,23.272727272727273,100,0.4634486394398251,90,80,100,4.300751879699248,82
Farleigh,69,18.478260869565215,26,0.42437895671701376,90,100,100,4.9523809523809526,99
Farnborough,60,21.27906976744186,65,0.40153322821009524,90,10,81,4.141069397042093,78
Federal (Qld),54,0.0,100,0.3689176935619046,90,10,61,3.2066666666666666,54
Felton,76,16.50485436893204,96,0.36459391010077313,90,100,100,5.085574572127139,100
Feluga,76,7.2727272727272725,65,0.39148072002493234,90,99,100,5.416666666666667,100
Fernvale (Qld),65,23.272727272727273,100,0.4634486394398251,90,48,100,4.484057971014493,87
Ferny Grove,76,20.626349892008637,100,0.29952783858390913,90,83,93,3.4666666666666663,61
Ferny Grove,68,22.714420358152687,100,0.29952783858390913,68,100,100,3.3766233766233764,58
Ferny Hills,84,26.126126126126124,100,0.34260139788549837,68,97,100,4.84625850340136,96
Ferny Hills,67,13.513513513513514,100,0.34260139788549837,90,81,100,3.430927835051546,60
Fig Tree Pocket,67,13.03996770286637,100,0.3392684208633292,90,100,92,2.450261780104712,34
Finch Hatton,63,18.478260869565215,26,0.42437895671701376,90,10,100,5.693430656934306,100
Fishery Falls,81,7.2727272727272725,65,0.39148072002493234,90,84,100,4.837209302325581,96
Fitzgibbon,70,27.083333333333332,100,0.33880575318348444,68,80,100,4.904065040650407,98
Fitzgibbon,64,15.316455696202533,100,0.33880575318348444,90,43,98,4.0,74
Flagstone,79,15.692307692307692,100,0.3900945331405624,90,91,100,3.840909090909091,70
Flagstone Creek,73,13.707729151687861,100,0.36721001926760233,90,66,97,4.116666666666666,77
Flaxton,64,12.222222222222221,100,0.30409776877274936,90,10,60,3.4574468085106385,60
Flinders View,70,32.857142857142854,100,0.4161134602534033,68,100,100,5.444444444444444,100
